date,name,value
Feb 2022,short time,-49.03071895703424
Feb 2022,medium time,-6.812744137970893
Feb 2023,short time,-9.49634620059993
Feb 2023,medium time,21.38398632983841
Dec 2023,short time,-12.350791622335294
Dec 2023,medium time,-30.449379389093533
