subcat,name,value,cat,dir
Raw Copper,2021,3.904847,Copper & articles thereof,Import
Raw Copper,2022,2.9332559999999996,Copper & articles thereof,Import
Raw Copper,2023,3.159231,Copper & articles thereof,Import
Raw Copper,2024,2.2602539999999998,Copper & articles thereof,Import
Raw Copper,2025,2.271559427,Copper & articles thereof,Import
Copper waste,2009,0.003711,Copper & articles thereof,Import
Copper waste,2010,9.76e-4,Copper & articles thereof,Import
Copper waste,2011,0.0037949999999999998,Copper & articles thereof,Import
Copper waste,2012,0.003376,Copper & articles thereof,Import
Copper waste,2013,2.41e-4,Copper & articles thereof,Import
Copper waste,2014,0.005583,Copper & articles thereof,Import
Copper waste,2015,0.0043890000000000005,Copper & articles thereof,Import
Copper waste,2016,8.08e-4,Copper & articles thereof,Import
Copper waste,2017,0.0073620000000000005,Copper & articles thereof,Import
Copper waste,2018,0.010661,Copper & articles thereof,Import
Copper waste,2019,0.005118999999999999,Copper & articles thereof,Import
Copper waste,2020,3.76e-4,Copper & articles thereof,Import
Copper waste,2021,0.007724,Copper & articles thereof,Import
Copper waste,2022,0.010826,Copper & articles thereof,Import
Copper waste,2023,0.054672,Copper & articles thereof,Import
Copper waste,2024,0.728471,Copper & articles thereof,Import
Copper waste,2025,0.358091299,Copper & articles thereof,Import
Other,2009,0.092732,Copper & articles thereof,Import
Other,2010,0.07412099999999999,Copper & articles thereof,Import
Other,2011,0.169427,Copper & articles thereof,Import
Other,2012,0.09470999999999999,Copper & articles thereof,Import
Other,2013,0.114901,Copper & articles thereof,Import
Other,2014,0.021308,Copper & articles thereof,Import
Other,2015,5.859999999999999e-4,Copper & articles thereof,Import
Other,2016,4.04e-4,Copper & articles thereof,Import
Other,2017,0.011203,Copper & articles thereof,Import
Other,2018,0.029627,Copper & articles thereof,Import
Other,2019,0.012277,Copper & articles thereof,Import
Other,2020,0.016401,Copper & articles thereof,Import
Other,2021,0.0011459999999999999,Copper & articles thereof,Import
Other,2022,3.11e-4,Copper & articles thereof,Import
Other,2023,7.43e-4,Copper & articles thereof,Import
Other,2024,0.012206,Copper & articles thereof,Import
Other,2025,0.03673780999999963,Copper & articles thereof,Import
Raw aluminium,2009,0.624867,Aluminium & articles thereof,Import
Raw aluminium,2010,0.215807,Aluminium & articles thereof,Import
Raw aluminium,2011,0.263115,Aluminium & articles thereof,Import
Raw aluminium,2012,0.38026299999999996,Aluminium & articles thereof,Import
Raw aluminium,2013,0.23768999999999998,Aluminium & articles thereof,Import
Raw aluminium,2014,0.143108,Aluminium & articles thereof,Import
Raw aluminium,2015,0.022781,Aluminium & articles thereof,Import
Raw aluminium,2016,0.024021,Aluminium & articles thereof,Import
Raw aluminium,2017,0.036296999999999996,Aluminium & articles thereof,Import
Raw aluminium,2018,0.145981,Aluminium & articles thereof,Import
Raw aluminium,2019,0.056369999999999996,Aluminium & articles thereof,Import
Raw aluminium,2020,0.741183,Aluminium & articles thereof,Import
Raw aluminium,2021,0.776923,Aluminium & articles thereof,Import
Raw aluminium,2022,1.3295270000000001,Aluminium & articles thereof,Import
Raw aluminium,2023,2.826777,Aluminium & articles thereof,Import
Raw aluminium,2024,3.5406,Aluminium & articles thereof,Import
Raw aluminium,2025,3.027443964,Aluminium & articles thereof,Import
other,2009,0.010433,Aluminium & articles thereof,Import
other,2010,0.00705,Aluminium & articles thereof,Import
other,2011,0.023131,Aluminium & articles thereof,Import
other,2012,0.007174000000000001,Aluminium & articles thereof,Import
other,2013,0.007306,Aluminium & articles thereof,Import
other,2014,0.011885,Aluminium & articles thereof,Import
other,2015,0.024835999999999997,Aluminium & articles thereof,Import
other,2016,0.029348,Aluminium & articles thereof,Import
other,2017,0.034009,Aluminium & articles thereof,Import
other,2018,0.021799,Aluminium & articles thereof,Import
other,2019,0.028864,Aluminium & articles thereof,Import
other,2020,0.041487,Aluminium & articles thereof,Import
other,2021,0.034709000000000004,Aluminium & articles thereof,Import
other,2022,0.045361,Aluminium & articles thereof,Import
other,2023,0.039877,Aluminium & articles thereof,Import
other,2024,0.039339,Aluminium & articles thereof,Import
other,2025,0.074313627,Aluminium & articles thereof,Import
Sawn or cut wood,2009,0.5993419999999999,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2010,0.897146,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2011,1.321342,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2012,1.283497,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2013,1.362384,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2014,1.557698,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2015,1.777563,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2016,2.323556,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2017,2.973539,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2018,3.269098,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2019,3.233108,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2020,2.7947930000000003,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2021,3.0437339999999997,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2022,2.992121,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2023,2.646705,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2024,2.602468,Wood & articles of wood; charcoal,Import
Sawn or cut wood,2025,1.2121462630000002,Wood & articles of wood; charcoal,Import
unprocessed wood,2009,1.736754,Wood & articles of wood; charcoal,Import
unprocessed wood,2010,1.821727,Wood & articles of wood; charcoal,Import
unprocessed wood,2011,2.114528,Wood & articles of wood; charcoal,Import
unprocessed wood,2012,1.562238,Wood & articles of wood; charcoal,Import
unprocessed wood,2013,1.408044,Wood & articles of wood; charcoal,Import
unprocessed wood,2014,1.541736,Wood & articles of wood; charcoal,Import
unprocessed wood,2015,1.281021,Wood & articles of wood; charcoal,Import
unprocessed wood,2016,1.268451,Wood & articles of wood; charcoal,Import
unprocessed wood,2017,1.3991500000000001,Wood & articles of wood; charcoal,Import
unprocessed wood,2018,1.2965609999999999,Wood & articles of wood; charcoal,Import
unprocessed wood,2019,0.9090710000000001,Wood & articles of wood; charcoal,Import
unprocessed wood,2020,0.751306,Wood & articles of wood; charcoal,Import
unprocessed wood,2021,0.827035,Wood & articles of wood; charcoal,Import
unprocessed wood,2022,0.27666199999999996,Wood & articles of wood; charcoal,Import
unprocessed wood,2023,0.183089,Wood & articles of wood; charcoal,Import
unprocessed wood,2024,0.187649,Wood & articles of wood; charcoal,Import
unprocessed wood,2025,0.106354773,Wood & articles of wood; charcoal,Import
laminated panels,2009,0.0054729999999999996,Wood & articles of wood; charcoal,Import
laminated panels,2010,0.009437,Wood & articles of wood; charcoal,Import
laminated panels,2011,0.011253,Wood & articles of wood; charcoal,Import
laminated panels,2012,0.010895,Wood & articles of wood; charcoal,Import
laminated panels,2013,0.015354,Wood & articles of wood; charcoal,Import
laminated panels,2014,0.025539000000000003,Wood & articles of wood; charcoal,Import
laminated panels,2015,0.018018999999999997,Wood & articles of wood; charcoal,Import
laminated panels,2016,0.025070000000000002,Wood & articles of wood; charcoal,Import
laminated panels,2017,0.023693000000000002,Wood & articles of wood; charcoal,Import
laminated panels,2018,0.03077,Wood & articles of wood; charcoal,Import
laminated panels,2019,0.026966,Wood & articles of wood; charcoal,Import
laminated panels,2020,0.038903,Wood & articles of wood; charcoal,Import
laminated panels,2021,0.046859000000000005,Wood & articles of wood; charcoal,Import
laminated panels,2022,0.075985,Wood & articles of wood; charcoal,Import
laminated panels,2023,0.13397499999999998,Wood & articles of wood; charcoal,Import
laminated panels,2024,0.173583,Wood & articles of wood; charcoal,Import
laminated panels,2025,0.085411371,Wood & articles of wood; charcoal,Import
Other,2009,0.021199000000000003,Wood & articles of wood; charcoal,Import
Other,2010,0.029405,Wood & articles of wood; charcoal,Import
Other,2011,0.040774,Wood & articles of wood; charcoal,Import
Other,2012,0.052236,Wood & articles of wood; charcoal,Import
Other,2013,0.041078,Wood & articles of wood; charcoal,Import
Other,2014,0.037363999999999994,Wood & articles of wood; charcoal,Import
Other,2015,0.049335000000000004,Wood & articles of wood; charcoal,Import
Other,2016,0.06388300000000001,Wood & articles of wood; charcoal,Import
Other,2017,0.07548,Wood & articles of wood; charcoal,Import
Other,2018,0.095666,Wood & articles of wood; charcoal,Import
Other,2019,0.110592,Wood & articles of wood; charcoal,Import
Other,2020,0.124333,Wood & articles of wood; charcoal,Import
Other,2021,0.136137,Wood & articles of wood; charcoal,Import
Other,2022,0.252869,Wood & articles of wood; charcoal,Import
Other,2023,0.18715299999999999,Wood & articles of wood; charcoal,Import
Other,2024,0.20112,Wood & articles of wood; charcoal,Import
Other,2025,0.10141099200000007,Wood & articles of wood; charcoal,Import
Other,2009,12.029766,Other,Export
Other,2010,19.314275,Other,Export
Other,2011,24.21737,Other,Export
Other,2012,26.76221,Other,Export
Other,2013,32.09472,Other,Export
Other,2014,35.533031,Other,Export
Other,2015,23.304374,Other,Export
Other,2016,23.02657,Other,Export
Other,2017,25.365289,Other,Export
Other,2018,27.99538,Other,Export
Other,2019,28.811931,Other,Export
Other,2020,27.493949,Other,Export
Other,2021,34.469193,Other,Export
Other,2022,39.614798,Other,Export
Other,2023,46.192822,Other,Export
Other,2024,46.731873,Other,Export
Other,2025,22.660952748,Other,Export
Other,2009,7.58505,Other,Import
Other,2010,8.454943,Other,Import
Other,2011,10.07715,Other,Import
Other,2012,8.455844,Other,Import
Other,2013,7.434769,Other,Import
Other,2014,7.177577,Other,Import
Other,2015,8.266276,Other,Import
Other,2016,8.152997,Other,Import
Other,2017,7.84398,Other,Import
Other,2018,8.712645,Other,Import
Other,2019,10.18538,Other,Import
Other,2020,13.07387,Other,Import
Other,2021,12.722948,Other,Import
Other,2022,17.2136,Other,Import
Other,2023,20.811151,Other,Import
Other,2024,19.034077,Other,Import
Other,2025,9.422658422,Other,Import
